order_id,date,customer_name,product,quantity,price_per_unit,total_price
738b4b22,2024-06-25,Douglas Schultz,Smartwatch,2,170.8,341.59
4f1b833b,2024-10-11,Laurie Sanders,Tablet,1,1040.48,1040.48
3fb1a18d,2024-07-03,Joan Castillo,Phone,1,136.14,136.14
3a829cbb,2024-12-12,Michael Torres,Phone,2,1787.91,3575.83
35cebd32,2024-10-04,Patricia Johnson,Phone,1,1904.82,1904.82
c57863a2,2024-06-26,Sara Chavez,Laptop,4,1390.94,5563.74
b6770ea9,2024-04-08,Savannah Green,Laptop,3,1383.57,4150.7
34b8a9a4,2024-07-04,Jesse Gray,Smartwatch,3,1430.19,4290.56
c3ad8278,2024-08-10,Christopher Powers,Tablet,1,930.11,930.11
52dd0bdd,2024-11-20,Tyler Blair,Smartwatch,2,564.28,1128.56
24d194d9,2024-06-21,Jessica King,Laptop,2,1513.15,3026.3
c13faebb,2024-07-12,Ms. Rebecca Sims,Laptop,3,569.37,1708.1
0780e6e5,2024-10-25,Timothy Nolan,Smartwatch,2,259.73,519.46
0ea408a6,2024-11-14,Ashley Rocha,Smartwatch,2,1577.25,3154.5
e0853c2b,2024-04-20,Mrs. Megan Peterson,Phone,4,916.4,3665.6
f74e35fb,2024-10-15,Joshua Gilbert,Phone,2,756.67,1513.34
3ca8f31d,2024-05-28,Scott Walton,Smartwatch,1,1880.11,1880.11
6e156e9e,2024-04-18,Matthew Cook,Tablet,2,517.85,1035.71
ca61d0be,2024-05-25,Michelle Young,Headphones,4,1925.93,7703.74
c4c39e99,2024-12-14,Kelly Miller,Laptop,5,1084.02,5420.12
bc3783a6,2024-12-20,Judy Herrera,Smartwatch,2,1599.01,3198.03
e9cd1a51,2025-02-17,Shannon Serrano,Headphones,5,422.83,2114.14
b115f427,2025-03-05,Michelle Lawson,Phone,4,1720.2,6880.79
275b8ccb,2024-04-10,Tami Mills,Headphones,2,789.11,1578.22
e90ae74f,2024-03-28,Alyssa Smith,Headphones,1,947.81,947.81
3a17d4eb,2024-07-11,Marcus Clark,Phone,1,1112.92,1112.92
b052ee9b,2024-11-21,Paul Rivera,Phone,2,791.39,1582.78
9cb29665,2024-06-22,Adriana Morrow,Phone,5,943.92,4719.58
72ccd3bb,2025-01-30,Edward Hall,Laptop,2,1741.97,3483.94
3aad959a,2024-06-07,Heather Hood,Laptop,2,1228.53,2457.06
d671cac0,2024-03-11,Christina Harris,Headphones,2,1386.65,2773.3
2b50a4ac,2024-05-14,Tony Patterson,Tablet,5,260.43,1302.13
fdc978e4,2024-10-25,Monica Phillips,Phone,2,191.98,383.95
5b4416d3,2024-12-08,Dr. Caroline Francis,Tablet,3,478.16,1434.48
29fb141a,2024-09-02,Christopher Hawkins,Headphones,1,980.88,980.88
852149f8,2024-10-03,Andrew Petersen,Smartwatch,5,1564.65,7823.23
a9c56823,2025-01-27,James Hernandez,Headphones,2,696.39,1392.78
a05bc015,2025-01-10,Jonathan Davis,Phone,1,887.83,887.83
8eae2249,2024-08-19,Joshua Edwards,Headphones,1,1921.18,1921.18
87d12521,2024-09-27,Robert Armstrong,Phone,1,1304.26,1304.26
894cbc1a,2024-10-02,Jennifer Bonilla,Laptop,5,1823.33,9116.65
e47abf5e,2024-06-10,Rachel Hardy,Phone,3,1547.05,4641.14
89174cb0,2024-07-09,Trevor Johnson,Headphones,3,1133.28,3399.85
f03d77c4,2024-12-27,Wayne Davis,Laptop,2,548.04,1096.08
093a61e1,2025-02-08,Dylan Evans,Headphones,4,698.76,2795.05
6fb8abed,2024-08-17,David Leblanc,Headphones,5,1385.86,6929.3
17d88437,2024-08-14,William Coleman,Headphones,4,859.18,3436.71
94241ca2,2024-12-15,Sara Smith,Headphones,2,218.4,436.8
e135bc3c,2024-12-18,Jonathon Arroyo,Smartwatch,3,337.0,1010.99
6dcc9068,2024-08-10,Gregory Anderson,Tablet,3,1434.93,4304.78
d8f88546,2024-11-08,James Robbins,Headphones,1,1368.95,1368.95
74168f0d,2024-07-31,Benjamin Robbins,Tablet,3,629.8,1889.39
69c0d05c,2025-01-01,Laura Smith,Phone,3,1929.23,5787.68
7897d083,2024-11-20,Mark Palmer,Headphones,3,1687.24,5061.72
e75b64e3,2024-10-09,Peter Smith,Headphones,3,1851.29,5553.87
e61d1d69,2025-01-17,Stephen Roberts,Tablet,3,1249.03,3747.08
8462cc81,2024-10-26,Meagan Jefferson,Smartwatch,2,1318.48,2636.96
2556849a,2024-03-11,Alexander Kennedy DDS,Laptop,3,671.23,2013.7
e16a2eff,2024-08-30,Zachary Hughes,Phone,5,1119.88,5599.42
5f626003,2024-04-13,Donald Edwards,Phone,4,357.67,1430.66
5384b35c,2024-05-28,Aaron Williams,Laptop,2,819.68,1639.36
55401643,2024-12-17,Stephen Page,Tablet,3,401.91,1205.74
5c192409,2024-11-16,Cassandra Ferguson,Headphones,3,1065.85,3197.55
8a72d78c,2025-02-27,Edward Johnson,Smartwatch,1,1713.83,1713.83
f4d59352,2024-09-26,Daniel Gomez,Laptop,1,1432.19,1432.19
1beb5a71,2024-07-03,Heather Hughes,Tablet,2,460.37,920.75
cebacb88,2024-07-05,Katherine Bates,Tablet,1,1093.85,1093.85
6f18f8c7,2024-10-22,Carly Mccormick,Tablet,4,1681.73,6726.94
3a3acf8c,2024-09-23,Timothy Williams,Smartwatch,3,1160.83,3482.49
1da3f31a,2024-12-02,Michelle Wu,Laptop,5,666.47,3332.33
a6868ecb,2024-04-27,Jason Webb,Phone,2,1257.12,2514.24
34faedec,2024-11-17,Jeffrey Adams,Smartwatch,4,1238.4,4953.6
5b2814e0,2024-11-23,Sarah Brown,Smartwatch,4,1577.83,6311.32
efeaef27,2024-10-08,Jamie Foster,Smartwatch,1,489.19,489.19
706e15f5,2025-01-12,Leslie Sweeney,Tablet,5,478.91,2394.55
8131868,2024-07-13,Sean Barrera,Smartwatch,1,1965.58,1965.58
39b28c1c,2024-11-15,Angela Morales MD,Headphones,3,275.64,826.91
636abb31,2024-12-22,Anthony Johnson,Laptop,1,1629.49,1629.49
d25c9282,2024-12-24,George Monroe,Smartwatch,2,253.16,506.32
a7929fcb,2024-08-13,Peter Meza,Laptop,1,1380.03,1380.03
032b23c9,2024-06-17,Daniel Adams,Phone,4,1837.94,7351.76
85246833,2024-12-15,Heather Harrell,Phone,2,1707.87,3415.73
b9dd7b4c,2025-01-08,Tyler Wilson,Headphones,2,989.72,1979.43
d1f11419,2024-03-30,Aaron Smith,Smartwatch,5,1971.28,9856.4
9502fd78,2024-09-12,Joe Scott,Tablet,3,532.8,1598.39
134b935d,2024-03-18,Daniel Sullivan,Smartwatch,5,1294.87,6474.33
8698c260,2024-05-28,Mark Brooks,Phone,5,562.69,2813.46
7297fe03,2025-03-07,Kimberly Martinez,Phone,1,1607.56,1607.56
1b67e2cf,2025-02-15,Colton Alvarado,Tablet,3,1877.07,5631.21
72f5a49b,2024-09-26,Cynthia Smith,Tablet,1,1225.16,1225.16
64c160c2,2025-02-07,Daniel James,Smartwatch,1,599.79,599.79
2669f4d6,2025-01-29,Mark Skinner,Headphones,2,694.99,1389.98
bcd30734,2024-07-06,Jason Lee,Headphones,1,1475.17,1475.17
8bfc8952,2024-06-04,Thomas Rodriguez,Smartwatch,3,1445.1,4335.3
a6ad07af,2024-12-06,Matthew Mills,Headphones,4,402.09,1608.34
348dbdfb,2024-05-27,Sabrina Solis,Tablet,5,1011.89,5059.44
933222b7,2024-07-10,Brittany Saunders,Headphones,5,376.45,1882.23
8c4c9088,2024-09-14,Mary Sharp,Laptop,2,1182.15,2364.29
466cb6a8,2024-03-28,Dawn Clark,Headphones,5,1385.94,6929.72
c21769b3,2024-03-20,Sara Walters,Laptop,1,577.64,577.64
b7025062,2024-12-20,Jesse Lee,Headphones,2,275.88,551.76
9c2f5a91,2024-11-24,Lacey Reeves,Headphones,5,695.68,3478.38
76b13574,2024-08-27,Theresa Barnett,Headphones,3,1071.8,3215.4
356d5116,2024-12-25,Victoria Stephenson,Laptop,5,736.19,3680.97
3866a95b,2025-02-09,Daniel Wilkinson,Headphones,2,1724.79,3449.58
b00341e1,2024-11-13,Matthew Soto,Smartwatch,3,220.81,662.42
34e72e47,2025-02-24,Robert Fox,Smartwatch,4,335.43,1341.72
f041ece2,2024-04-08,Joshua Castro,Tablet,4,1642.48,6569.91
0b26a85f,2024-08-13,Jessica Osborne,Phone,5,779.62,3898.12
b688b8f2,2024-11-22,Megan Stewart,Smartwatch,4,1461.69,5846.78
7f703e21,2024-06-11,David Cook,Laptop,5,338.22,1691.11
3a1404b0,2025-02-05,Laura Ward,Tablet,5,736.59,3682.94
68579f24,2024-07-04,Patrick Hamilton,Smartwatch,1,1787.26,1787.26
612c3359,2024-06-11,Brian Moreno,Tablet,4,643.76,2575.05
f63c7783,2025-02-21,Sheila Navarro,Phone,2,130.49,260.99
856be10a,2025-01-27,Scott Johnson,Laptop,3,878.05,2634.15
fafce9c5,2024-05-24,Jenna Miller,Laptop,3,1614.4,4843.19
c9912011,2024-09-15,John Turner,Smartwatch,3,642.72,1928.16
6bfa7adf,2024-07-11,Justin Larsen,Phone,5,1851.98,9259.88
c0ca66e1,2024-11-20,Michael Flores,Phone,5,600.87,3004.34
166cc637,2025-01-11,Michelle Ford,Tablet,3,1617.6,4852.8
be4a9fb6,2024-10-29,Dr. Theresa Brooks,Phone,5,870.48,4352.41
28f7cc41,2024-07-19,Mary Gonzales,Laptop,3,803.41,2410.23
791a7644,2024-07-28,Madison Thomas,Tablet,4,259.7,1038.81
57992a18,2025-01-14,Kimberly Santos,Laptop,4,1594.94,6379.77
62d02d7e,2024-06-03,Jay Johnson,Smartwatch,3,1324.21,3972.62
d9f9e558,2024-08-09,Jose Franklin,Phone,4,1881.19,7524.78
92ab5e45,2024-06-14,Dr. Nicholas Anthony,Laptop,5,1686.1,8430.48
a93a868b,2024-06-25,Selena Fisher,Laptop,2,1803.39,3606.79
e9414823,2024-11-19,Erika Arias,Laptop,3,1948.91,5846.72
7b303133,2024-08-25,Megan Christensen,Headphones,4,367.44,1469.76
add19207,2024-08-08,Amanda Ross,Laptop,4,290.07,1160.27
89507940,2024-12-13,Kelly Francis,Laptop,2,384.99,769.98
7fb6f1bc,2025-02-08,Melissa Young,Tablet,1,873.99,873.99
8b3d8ee5,2024-08-08,Shelly Thomas,Headphones,1,879.63,879.63
ee23cf80,2024-09-05,Michael Kramer,Laptop,3,1591.39,4774.17
7b3c8311,2025-01-14,Angela Gross,Phone,5,686.42,3432.12
5e32e4da,2024-05-30,Susan Roth,Headphones,3,707.81,2123.43
4cbb7387,2024-10-29,Ryan Williams,Headphones,5,1713.47,8567.36
f62f10cf,2024-05-13,Christine Roberts,Headphones,1,390.87,390.87
c30ab490,2024-04-17,Dana Simpson,Phone,4,1640.02,6560.08
263d2f4e,2024-11-04,Jackson Brandt,Tablet,4,824.66,3298.62
679e2bd3,2024-11-16,Timothy Barton,Laptop,4,902.54,3610.15
e06055a2,2025-01-07,Briana Greer,Tablet,5,1420.35,7101.77
05d7c9c9,2025-01-30,Regina Wise,Smartwatch,2,1318.73,2637.46
f41df1dd,2024-03-14,Yolanda Francis,Smartwatch,2,1507.64,3015.28
a4eac1ab,2025-02-05,Dakota Cochran,Smartwatch,4,1531.5,6126.01
8f1fb2d4,2024-10-14,Henry Miller,Phone,2,615.32,1230.65
ed31b20c,2024-10-02,Brandon Rios,Laptop,3,1941.06,5823.17
5e39361d,2024-08-29,Jared Noble,Laptop,5,248.61,1243.06
6e1be27d,2024-06-25,Gloria Myers,Laptop,3,1456.25,4368.76
562c96fc,2024-06-13,Joshua Lowery,Smartwatch,4,1497.09,5988.34
306dd275,2024-03-28,Robin Adams,Headphones,4,1981.66,7926.63
9606f4af,2024-04-20,Lauren Olson,Headphones,3,1338.35,4015.04
79092f3e,2024-06-20,Nicholas Moore,Tablet,4,1051.88,4207.54
2f3c6761,2024-12-25,Mary Castaneda,Laptop,1,1206.62,1206.62
55be04ee,2024-10-26,Diana Montgomery,Tablet,3,483.0,1448.99
d1baf49d,2024-09-03,Nancy Olson,Smartwatch,5,318.13,1590.67
3bd16548,2025-01-26,Christina Schneider,Headphones,3,907.4,2722.2
35017234,2024-11-06,Ashley Bailey,Headphones,1,216.61,216.61
38bb2a17,2024-06-04,Jacqueline Bennett,Headphones,4,1435.88,5743.53
a0e7fa2c,2024-06-01,Allison Gonzalez,Headphones,5,952.63,4763.16
2389b471,2024-04-22,Leonard Wright,Laptop,3,1802.12,5406.36
256a86ee,2025-01-19,Nichole Watson,Smartwatch,4,1911.99,7647.96
a1b5629c,2024-11-28,Michael Foster,Smartwatch,4,1073.73,4294.92
eb2007be,2024-09-05,Susan Kelly,Phone,2,716.39,1432.77
828f79c6,2024-09-15,Robert Edwards,Smartwatch,5,1097.39,5486.95
5a505b6f,2024-03-29,Jennifer Odom,Phone,1,1898.78,1898.78
ff4b79c7,2024-05-22,Kelly Knight,Phone,5,1877.12,9385.6
57862de5,2024-09-11,Maria Horn,Smartwatch,2,563.03,1126.06
98e79901,2024-12-10,Dr. Elizabeth Cisneros,Headphones,3,359.84,1079.51
ddceec9d,2024-08-12,Bonnie Collins,Laptop,5,670.55,3352.77
7773938d,2025-02-14,Shawn Newton,Smartwatch,4,1686.43,6745.73
22050132,2024-08-31,William Schultz,Phone,1,1791.44,1791.44
3294c38a,2024-10-31,Micheal Valdez,Headphones,1,570.03,570.03
64ee1cf4,2024-08-07,Austin Wilson,Laptop,2,1275.64,2551.28
148f1f79,2024-08-05,Jessica Horton,Smartwatch,5,1947.94,9739.68
f4315a24,2025-02-05,Grace Jones,Laptop,4,1813.63,7254.53
7dc632f1,2024-09-03,Sarah Garcia,Phone,2,504.59,1009.19
5.98E+09,2024-10-26,Jennifer Sharp,Laptop,2,1336.69,2673.38
4079ebcd,2025-01-07,Rachel Lee,Smartwatch,2,553.02,1106.04
701863c3,2024-07-13,Rodney Sanchez,Tablet,3,1189.18,3567.53
cb60c805,2024-10-30,Charles Cortez,Headphones,4,868.81,3475.25
e9beb8e5,2024-11-11,Felicia Blanchard,Smartwatch,5,1181.57,5907.83
8f514d37,2025-01-15,Heather Calderon,Tablet,5,180.01,900.07
d62ab569,2024-04-19,Paul Carter,Laptop,5,830.39,4151.97
708174fc,2024-09-07,Karen Smith,Laptop,3,595.08,1785.24
0078addb,2024-06-07,Kenneth Gordon,Laptop,5,604.76,3023.78
d7dd12e3,2024-07-30,Julie Sandoval,Tablet,3,925.2,2775.61
40c67d45,2024-04-03,Ashley Simmons,Headphones,1,1254.96,1254.96
65a1638a,2024-12-08,Nathaniel Walker,Phone,4,1316.62,5266.5
9ac64820,2024-04-01,Brittany Smith,Phone,1,1941.61,1941.61
59fabec5,2024-04-15,Kimberly Gardner,Headphones,1,641.93,641.93
89a740a2,2024-08-09,Shaun Franklin,Phone,2,423.34,846.68
04262f76,2025-02-09,Calvin Lewis,Tablet,4,143.8,575.21
6d681a9a,2024-06-22,Travis Solis,Laptop,5,352.03,1760.14
d213b078,2024-05-07,Lori Grimes,Tablet,5,106.2,531.01
83157dfa,2024-08-29,Joseph Martinez,Tablet,3,1460.07,4380.22
3d566a10,2024-03-20,Mary Martin,Laptop,1,274.41,274.41
b41687ff,2024-09-30,Charles Anderson,Phone,3,737.98,2213.93
11a48ebd,2024-05-19,Matthew Moran,Laptop,4,1823.71,7294.83
e6c2cc86,2024-09-22,Michael Robinson,Tablet,5,1659.44,8297.19
6e36200c,2025-01-09,Amanda Carroll,Laptop,5,1924.36,9621.81
9d9f150f,2024-04-21,Hunter Black,Headphones,3,1962.34,5887.01
86dc210e,2024-04-22,Allen Wright,Smartwatch,2,952.52,1905.05
0b908abd,2024-04-17,Kelly Lee,Laptop,5,996.59,4982.96
8c9e6052,2024-10-27,Mary Lopez,Phone,5,1902.66,9513.29
d944a115,2024-04-29,Pamela Young,Headphones,1,154.01,154.01
2d677589,2024-05-30,Ryan Johnson,Headphones,3,719.54,2158.62
56e381ad,2024-09-10,Phyllis Anderson,Headphones,2,851.1,1702.21
f29c52c6,2025-01-19,Pamela Wagner,Tablet,4,923.23,3692.92
6d186271,2024-06-30,Jerry Reid,Smartwatch,4,1606.31,6425.23
77590079,2024-10-19,James Garcia,Tablet,3,292.35,877.05
2aa48786,2024-12-21,Hannah Harding,Smartwatch,1,1563.71,1563.71
0912692b,2025-02-04,Lori Ramirez,Phone,2,1877.46,3754.92
7d2aa6fc,2025-02-24,Thomas Steele,Phone,1,251.25,251.25
69f1f507,2024-10-10,Jay Thomas,Phone,1,1886.5,1886.5
fec8857e,2024-04-04,William Thompson,Laptop,5,843.34,4216.72
f4b87cc3,2024-12-18,Jennifer Berry,Tablet,3,848.59,2545.76
e3f31136,2024-03-29,Sarah Miller,Headphones,2,1237.08,2474.16
a13effc4,2024-03-25,Allen Jones,Tablet,2,784.34,1568.68
c15d4bb3,2024-09-09,Mary Curtis,Headphones,4,1716.54,6866.18
03ec47f2,2024-06-08,Alice James,Phone,2,1266.9,2533.81
626da80a,2024-07-25,Hailey Johnson,Headphones,5,1263.47,6317.33
d9acad34,2024-07-12,Lauren Flores,Laptop,3,890.6,2671.81
eca3def9,2025-01-13,Charles Choi,Headphones,4,1583.41,6333.64
3a605e81,2024-10-11,Wesley Cook,Laptop,5,946.29,4731.44
410e1f8d,2024-04-27,Justin Cooper,Headphones,2,974.51,1949.02
9d13d388,2024-05-20,Jeffery Thomas,Tablet,1,1466.97,1466.97
d4b3420a,2024-03-11,Donald Rodriguez,Laptop,5,1865.36,9326.82
4388289f,2024-05-22,David Graham II,Smartwatch,1,234.18,234.18
acb540ed,2024-08-30,Ashley Griffin,Laptop,5,301.52,1507.58
a6884d7f,2024-05-18,Crystal Phillips,Smartwatch,1,1769.67,1769.67
96e20383,2025-02-27,James Hernandez,Laptop,1,492.21,492.21
006661c4,2024-07-16,Kristin Valentine,Headphones,5,552.11,2760.55
4579eeb7,2025-02-14,Michael Bentley,Tablet,2,1402.08,2804.17
69304993,2025-03-10,Rodney Lawrence,Phone,3,1523.88,4571.65
15cf69bd,2025-01-20,Leah Jones,Laptop,1,1156.28,1156.28
de9543d7,2024-06-14,Linda Hines,Tablet,3,1989.83,5969.5
6b8b04d4,2024-08-26,Brittney Eaton,Laptop,1,1552.29,1552.29
d8e84514,2024-09-26,Samantha Davis,Headphones,1,819.06,819.06
127d54b7,2024-04-02,Cynthia Johns,Phone,2,1452.13,2904.26
d1a543e7,2024-04-22,Amber Le,Smartwatch,1,1263.1,1263.1
15897853,2024-07-28,Evelyn Johnson,Headphones,1,1191.68,1191.68
42e7097d,2025-02-11,Rachel Sawyer,Laptop,3,784.04,2352.13
f83874eb,2024-05-30,James Howard,Phone,3,1518.68,4556.05
93c50dfb,2025-03-06,John Joseph,Phone,3,1415.63,4246.88
4a639318,2024-10-08,Paul Bernard,Phone,3,516.37,1549.1
c5466e35,2024-09-21,Jodi Castro,Phone,1,1099.83,1099.83
190daff2,2024-12-23,Tamara Guzman,Headphones,5,1528.64,7643.19
9cad9c25,2024-05-01,Michael Garcia,Headphones,1,1822.82,1822.82
459747ea,2024-11-20,Amy Lowe,Headphones,4,1402.64,5610.58
85a92d22,2025-02-07,Jacob Spencer,Phone,4,1203.94,4815.77
7fb48728,2024-10-16,Amy Casey,Headphones,2,469.0,938.01
29de3b02,2024-08-25,James Fleming,Phone,3,554.97,1664.91
8810c2b7,2024-05-04,Lindsey Fleming,Phone,4,838.42,3353.67
78ef6991,2024-07-22,Lorraine Cruz,Tablet,1,547.9,547.9
50622d50,2024-06-08,Raymond Smith,Headphones,4,1519.0,6075.98
a7404599,2024-04-28,Keith Madden,Laptop,5,845.34,4226.72
3a558fba,2024-11-30,Angela Mccoy,Smartwatch,1,1849.17,1849.17
69ee47e4,2024-09-03,Rebecca Wilkins,Smartwatch,4,337.02,1348.08
e2c2d491,2024-06-14,Michael Henderson,Phone,5,1478.23,7391.14
99febbb1,2024-04-10,Kimberly Mills,Tablet,3,610.8,1832.39
546bc4d1,2024-11-10,William Owen,Smartwatch,2,1872.07,3744.15
1526558,2024-04-20,Elizabeth Banks,Headphones,4,1860.13,7440.53
4402ff5a,2024-10-02,James Meyers,Headphones,1,1694.47,1694.47
c93d618a,2025-02-10,Lindsay Evans,Headphones,2,1485.57,2971.15
b9383305,2024-10-14,Thomas Torres,Smartwatch,4,738.69,2954.77
b713b1e5,2025-02-05,Michelle Rowland,Laptop,5,1800.52,9002.6
eb898e13,2025-01-07,Jamie Barton,Headphones,1,165.72,165.72
e2f13a1e,2025-01-27,Laura Wilkins,Laptop,5,684.82,3424.09
1d48fb27,2024-09-05,Christina Garcia,Tablet,1,1057.27,1057.27
c818bf1e,2024-04-17,Kelly King,Laptop,1,258.77,258.77
4e62d86f,2024-06-24,Robert Martinez,Tablet,3,1230.06,3690.17
184aa076,2024-06-14,Sarah Mckee,Headphones,5,305.21,1526.05
65375c2b,2025-02-04,Catherine Kennedy,Laptop,5,203.0,1015.02
1e60f75f,2024-08-06,Cody Bell,Tablet,4,146.14,584.55
f17cc467,2025-02-06,Chad James,Smartwatch,3,846.46,2539.37
777db318,2024-12-07,Beverly Craig,Headphones,4,1412.21,5648.84
d8c96715,2024-09-01,Alexandria Mooney,Smartwatch,3,1393.69,4181.08
64a4bc82,2024-12-20,Derek Gilbert,Headphones,1,1215.09,1215.09
75ff1e4b,2024-11-16,Lisa Wilkerson,Laptop,1,1338.49,1338.49
23cb5c70,2024-09-23,Megan Chambers,Headphones,2,1722.37,3444.74
da941512,2024-08-12,Kevin Livingston,Phone,1,1105.4,1105.4
57fd335c,2024-10-28,Jennifer Smith,Phone,1,678.58,678.58
21778d00,2025-03-04,Paul Becker,Laptop,4,1885.79,7543.14
332fc45d,2024-12-19,Nancy Simmons,Phone,3,1651.48,4954.44
0c3322e6,2024-11-10,Timothy Velasquez,Smartwatch,3,1176.63,3529.88
6e7aed3e,2024-08-14,Joanna Norris,Headphones,3,291.75,875.24
f517b23d,2025-02-21,Jared Briggs,Smartwatch,3,943.2,2829.59
da9405d2,2024-05-11,Robert Reynolds,Phone,1,236.07,236.07
17fccbd6,2024-06-20,Bradley Baird,Smartwatch,5,311.66,1558.29
6088d01e,2025-03-05,Tanya Trujillo,Phone,3,1558.99,4676.97
846f8ccd,2024-03-23,Frank White,Tablet,4,1090.32,4361.28
29171dd3,2025-02-14,Dr. David Doyle,Tablet,3,783.57,2350.7
010e4834,2025-02-04,Bryan Webb,Tablet,4,1449.16,5796.62
9a05e82b,2024-07-16,David Wu,Laptop,2,1224.76,2449.52
