order_id,date,customer_name,product,quantity,price_per_unit,total_price
24d194d9,21-06-2024,Jessica King,Laptop,2,1513.149927,3026.299854
c13faebb,12-07-2024,Ms. Rebecca Sims,Laptop,3,569.3659789,1708.097937
0780e6e5,25-10-2024,Timothy Nolan,Smartwatch,2,259.731095,519.4621901
0ea408a6,14-11-2024,Ashley Rocha,Smartwatch,2,1577.252199,3154.504399
e0853c2b,20-04-2024,Mrs. Megan Peterson,Phone,4,916.4008956,3665.603582
f74e35fb,15-10-2024,Joshua Gilbert,Phone,2,756.6688375,1513.337675
3ca8f31d,28-05-2024,Scott Walton,Smartwatch,1,1880.10778,1880.10778
6e156e9e,18-04-2024,Matthew Cook,Tablet,2,517.8531966,1035.706393
ca61d0be,25-05-2024,Michelle Young,Headphones,4,1925.934567,7703.738267
c4c39e99,14-12-2024,Kelly Miller,Laptop,5,1084.023857,5420.119283
bc3783a6,20-12-2024,Judy Herrera,Smartwatch,2,1599.013163,3198.026326
e9cd1a51,17-02-2025,Shannon Serrano,Headphones,5,422.8273166,2114.136583
b115f427,05-03-2025,Michelle Lawson,Phone,4,1720.197884,6880.791535
275b8ccb,10-04-2024,Tami Mills,Headphones,2,789.1121584,1578.224317
e90ae74f,28-03-2024,Alyssa Smith,Headphones,1,947.8105307,947.8105307
3a17d4eb,11-07-2024,Marcus Clark,Phone,1,1112.917343,1112.917343
b052ee9b,21-11-2024,Paul Rivera,Phone,2,791.3881419,1582.776284
9cb29665,22-06-2024,Adriana Morrow,Phone,5,943.9159494,4719.579747
72ccd3bb,30-01-2025,Edward Hall,Laptop,2,1741.968092,3483.936183
3aad959a,07-06-2024,Heather Hood,Laptop,2,1228.530845,2457.06169
d671cac0,11-03-2024,Christina Harris,Headphones,2,1386.64885,2773.2977
2b50a4ac,14-05-2024,Tony Patterson,Tablet,5,260.4264852,1302.132426
fdc978e4,25-10-2024,Monica Phillips,Phone,2,191.9752977,383.9505955
5b4416d3,08-12-2024,Dr. Caroline Francis,Tablet,3,478.1588857,1434.476657
29fb141a,02-09-2024,Christopher Hawkins,Headphones,1,980.8837303,980.8837303
852149f8,03-10-2024,Andrew Petersen,Smartwatch,5,1564.646281,7823.231403
a9c56823,27-01-2025,James Hernandez,Headphones,2,696.3908024,1392.781605
a05bc015,10-01-2025,Jonathan Davis,Phone,1,887.83424,887.83424
8eae2249,19-08-2024,Joshua Edwards,Headphones,1,1921.182109,1921.182109
87d12521,27-09-2024,Robert Armstrong,Phone,1,1304.255178,1304.255178
894cbc1a,02-10-2024,Jennifer Bonilla,Laptop,5,1823.33038,9116.651899
e47abf5e,10-06-2024,Rachel Hardy,Phone,3,1547.047201,4641.141602
89174cb0,09-07-2024,Trevor Johnson,Headphones,3,1133.282339,3399.847018
f03d77c4,27-12-2024,Wayne Davis,Laptop,2,548.0383273,1096.076655
093a61e1,08-02-2025,Dylan Evans,Headphones,4,698.7616359,2795.046544
6fb8abed,17-08-2024,David Leblanc,Headphones,5,1385.860696,6929.303478
17d88437,14-08-2024,William Coleman,Headphones,4,859.1776435,3436.710574
94241ca2,15-12-2024,Sara Smith,Headphones,2,218.3979916,436.7959832
e135bc3c,18-12-2024,Jonathon Arroyo,Smartwatch,3,336.9952926,1010.985878
6dcc9068,10-08-2024,Gregory Anderson,Tablet,3,1434.926011,4304.778032
d8f88546,08-11-2024,James Robbins,Headphones,1,1368.953958,1368.953958
74168f0d,31-07-2024,Benjamin Robbins,Tablet,3,629.7950582,1889.385175
69c0d05c,01-01-2025,Laura Smith,Phone,3,1929.227915,5787.683745
7897d083,20-11-2024,Mark Palmer,Headphones,3,1687.240866,5061.722598
e75b64e3,09-10-2024,Peter Smith,Headphones,3,1851.29095,5553.872851
e61d1d69,17-01-2025,Stephen Roberts,Tablet,3,1249.025364,3747.076093
8462cc81,26-10-2024,Meagan Jefferson,Smartwatch,2,1318.480235,2636.96047
2556849a,11-03-2024,Alexander Kennedy DDS,Laptop,3,671.2320666,2013.6962
e16a2eff,30-08-2024,Zachary Hughes,Phone,5,1119.884437,5599.422186
5f626003,13-04-2024,Donald Edwards,Phone,4,357.6660086,1430.664034
5384b35c,28-05-2024,Aaron Williams,Laptop,2,819.679559,1639.359118
55401643,17-12-2024,Stephen Page,Tablet,3,401.9140744,1205.742223
5c192409,16-11-2024,Cassandra Ferguson,Headphones,3,1065.851274,3197.553821
8a72d78c,27-02-2025,Edward Johnson,Smartwatch,1,1713.829076,1713.829076
f4d59352,26-09-2024,Daniel Gomez,Laptop,1,1432.19099,1432.19099
1beb5a71,03-07-2024,Heather Hughes,Tablet,2,460.3745404,920.7490808
cebacb88,05-07-2024,Katherine Bates,Tablet,1,1093.852902,1093.852902
6f18f8c7,22-10-2024,Carly Mccormick,Tablet,4,1681.733764,6726.935058
3a3acf8c,23-09-2024,Timothy Williams,Smartwatch,3,1160.831177,3482.493532
1da3f31a,02-12-2024,Michelle Wu,Laptop,5,666.4661765,3332.330883
a6868ecb,27-04-2024,Jason Webb,Phone,2,1257.119384,2514.238769
34faedec,17-11-2024,Jeffrey Adams,Smartwatch,4,1238.399636,4953.598543
5b2814e0,23-11-2024,Sarah Brown,Smartwatch,4,1577.830306,6311.321225
efeaef27,08-10-2024,Jamie Foster,Smartwatch,1,489.1852887,489.1852887
706e15f5,12-01-2025,Leslie Sweeney,Tablet,5,478.9100572,2394.550286
8131868,13-07-2024,Sean Barrera,Smartwatch,1,1965.580352,1965.580352
39b28c1c,15-11-2024,Angela Morales MD,Headphones,3,275.6376785,826.9130355
636abb31,22-12-2024,Anthony Johnson,Laptop,1,1629.4913,1629.4913
d25c9282,24-12-2024,George Monroe,Smartwatch,2,253.161247,506.3224941
a7929fcb,13-08-2024,Peter Meza,Laptop,1,1380.032349,1380.032349
032b23c9,17-06-2024,Daniel Adams,Phone,4,1837.940988,7351.76395
85246833,15-12-2024,Heather Harrell,Phone,2,1707.866643,3415.733285
b9dd7b4c,08-01-2025,Tyler Wilson,Headphones,2,989.7153213,1979.430643
d1f11419,30-03-2024,Aaron Smith,Smartwatch,5,1971.280713,9856.403567
9502fd78,12-09-2024,Joe Scott,Tablet,3,532.7972638,1598.391791
134b935d,18-03-2024,Daniel Sullivan,Smartwatch,5,1294.86635,6474.331748
8698c260,28-05-2024,Mark Brooks,Phone,5,562.6924696,2813.462348
7297fe03,07-03-2025,Kimberly Martinez,Phone,1,1607.56473,1607.56473
1b67e2cf,15-02-2025,Colton Alvarado,Tablet,3,1877.070355,5631.211065
72f5a49b,26-09-2024,Cynthia Smith,Tablet,1,1225.162401,1225.162401
64c160c2,07-02-2025,Daniel James,Smartwatch,1,599.7920315,599.7920315
2669f4d6,29-01-2025,Mark Skinner,Headphones,2,694.9876558,1389.975312
bcd30734,06-07-2024,Jason Lee,Headphones,1,1475.172792,1475.172792
8bfc8952,04-06-2024,Thomas Rodriguez,Smartwatch,3,1445.099299,4335.297896
a6ad07af,06-12-2024,Matthew Mills,Headphones,4,402.0857942,1608.343177
348dbdfb,27-05-2024,Sabrina Solis,Tablet,5,1011.888233,5059.441164
933222b7,10-07-2024,Brittany Saunders,Headphones,5,376.4460494,1882.230247
8c4c9088,14-09-2024,Mary Sharp,Laptop,2,1182.145115,2364.290229
466cb6a8,28-03-2024,Dawn Clark,Headphones,5,1385.944825,6929.724126
c21769b3,20-03-2024,Sara Walters,Laptop,1,577.6419695,577.6419695
b7025062,20-12-2024,Jesse Lee,Headphones,2,275.8801782,551.7603563
9c2f5a91,24-11-2024,Lacey Reeves,Headphones,5,695.6769525,3478.384762
76b13574,27-08-2024,Theresa Barnett,Headphones,3,1071.799411,3215.398233
356d5116,25-12-2024,Victoria Stephenson,Laptop,5,736.1942065,3680.971033
3866a95b,09-02-2025,Daniel Wilkinson,Headphones,2,1724.79146,3449.582921
b00341e1,13-11-2024,Matthew Soto,Smartwatch,3,220.8053821,662.4161463
34e72e47,24-02-2025,Robert Fox,Smartwatch,4,335.4310327,1341.724131
f041ece2,08-04-2024,Joshua Castro,Tablet,4,1642.476275,6569.905101
0b26a85f,13-08-2024,Jessica Osborne,Phone,5,779.6246122,3898.123061
b688b8f2,22-11-2024,Megan Stewart,Smartwatch,4,1461.694954,5846.779818
7f703e21,11-06-2024,David Cook,Laptop,5,338.2220857,1691.110428
3a1404b0,05-02-2025,Laura Ward,Tablet,5,736.588651,3682.943255
68579f24,04-07-2024,Patrick Hamilton,Smartwatch,1,1787.264596,1787.264596
612c3359,11-06-2024,Brian Moreno,Tablet,4,643.7636717,2575.054687
f63c7783,21-02-2025,Sheila Navarro,Phone,2,130.4934765,260.986953
856be10a,27-01-2025,Scott Johnson,Laptop,3,878.051238,2634.153714
fafce9c5,24-05-2024,Jenna Miller,Laptop,3,1614.396073,4843.188219
c9912011,15-09-2024,John Turner,Smartwatch,3,642.7184598,1928.15538
6bfa7adf,11-07-2024,Justin Larsen,Phone,5,1851.97626,9259.881302
c0ca66e1,20-11-2024,Michael Flores,Phone,5,600.8671264,3004.335632
166cc637,11-01-2025,Michelle Ford,Tablet,3,1617.601595,4852.804785
be4a9fb6,29-10-2024,Dr. Theresa Brooks,Phone,5,870.4820053,4352.410026
28f7cc41,19-07-2024,Mary Gonzales,Laptop,3,803.4106339,2410.231902
791a7644,28-07-2024,Madison Thomas,Tablet,4,259.7032821,1038.813128
57992a18,14-01-2025,Kimberly Santos,Laptop,4,1594.94344,6379.773759
62d02d7e,03-06-2024,Jay Johnson,Smartwatch,3,1324.208209,3972.624626
d9f9e558,09-08-2024,Jose Franklin,Phone,4,1881.194577,7524.778307
92ab5e45,14-06-2024,Dr. Nicholas Anthony,Laptop,5,1686.095965,8430.479825
a93a868b,25-06-2024,Selena Fisher,Laptop,2,1803.394205,3606.78841
e9414823,19-11-2024,Erika Arias,Laptop,3,1948.908052,5846.724157
7b303133,25-08-2024,Megan Christensen,Headphones,4,367.4410499,1469.7642
add19207,08-08-2024,Amanda Ross,Laptop,4,290.0674083,1160.269633
89507940,13-12-2024,Kelly Francis,Laptop,2,384.9901704,769.9803408
7fb6f1bc,08-02-2025,Melissa Young,Tablet,1,873.9893383,873.9893383
8b3d8ee5,08-08-2024,Shelly Thomas,Headphones,1,879.6324244,879.6324244
ee23cf80,05-09-2024,Michael Kramer,Laptop,3,1591.390611,4774.171833
7b3c8311,14-01-2025,Angela Gross,Phone,5,686.4248589,3432.124294
5e32e4da,30-05-2024,Susan Roth,Headphones,3,707.811575,2123.434725
4cbb7387,29-10-2024,Ryan Williams,Headphones,5,1713.472629,8567.363145
f62f10cf,13-05-2024,Christine Roberts,Headphones,1,390.8749527,390.8749527
c30ab490,17-04-2024,Dana Simpson,Phone,4,1640.020951,6560.083804
263d2f4e,04-11-2024,Jackson Brandt,Tablet,4,824.6557073,3298.622829
679e2bd3,16-11-2024,Timothy Barton,Laptop,4,902.5380925,3610.15237
e06055a2,07-01-2025,Briana Greer,Tablet,5,1420.353506,7101.767531
05d7c9c9,30-01-2025,Regina Wise,Smartwatch,2,1318.730886,2637.461771
f41df1dd,14-03-2024,Yolanda Francis,Smartwatch,2,1507.641935,3015.283869
a4eac1ab,05-02-2025,Dakota Cochran,Smartwatch,4,1531.501654,6126.006618
8f1fb2d4,14-10-2024,Henry Miller,Phone,2,615.3230618,1230.646124
ed31b20c,02-10-2024,Brandon Rios,Laptop,3,1941.056246,5823.168738
5e39361d,29-08-2024,Jared Noble,Laptop,5,248.6127215,1243.063608
6e1be27d,25-06-2024,Gloria Myers,Laptop,3,1456.252024,4368.756073
562c96fc,13-06-2024,Joshua Lowery,Smartwatch,4,1497.085307,5988.34123
306dd275,28-03-2024,Robin Adams,Headphones,4,1981.656642,7926.626568
9606f4af,20-04-2024,Lauren Olson,Headphones,3,1338.347748,4015.043245
79092f3e,20-06-2024,Nicholas Moore,Tablet,4,1051.884912,4207.539647
2f3c6761,25-12-2024,Mary Castaneda,Laptop,1,1206.623292,1206.623292
55be04ee,26-10-2024,Diana Montgomery,Tablet,3,482.9963515,1448.989055
d1baf49d,03-09-2024,Nancy Olson,Smartwatch,5,318.1338012,1590.669006
3bd16548,26-01-2025,Christina Schneider,Headphones,3,907.3998411,2722.199523
35017234,06-11-2024,Ashley Bailey,Headphones,1,216.6066649,216.6066649
38bb2a17,04-06-2024,Jacqueline Bennett,Headphones,4,1435.881778,5743.527111
a0e7fa2c,01-06-2024,Allison Gonzalez,Headphones,5,952.6323226,4763.161613
2389b471,22-04-2024,Leonard Wright,Laptop,3,1802.119925,5406.359775
256a86ee,19-01-2025,Nichole Watson,Smartwatch,4,1911.988859,7647.955435
a1b5629c,28-11-2024,Michael Foster,Smartwatch,4,1073.728892,4294.915568
eb2007be,05-09-2024,Susan Kelly,Phone,2,716.3874186,1432.774837
828f79c6,15-09-2024,Robert Edwards,Smartwatch,5,1097.390791,5486.953953
5a505b6f,29-03-2024,Jennifer Odom,Phone,1,1898.777151,1898.777151
ff4b79c7,22-05-2024,Kelly Knight,Phone,5,1877.120843,9385.604213
57862de5,11-09-2024,Maria Horn,Smartwatch,2,563.0311077,1126.062215
98e79901,10-12-2024,Dr. Elizabeth Cisneros,Headphones,3,359.8369298,1079.510789
ddceec9d,12-08-2024,Bonnie Collins,Laptop,5,670.5538373,3352.769186
7773938d,14-02-2025,Shawn Newton,Smartwatch,4,1686.433434,6745.733736
22050132,31-08-2024,William Schultz,Phone,1,1791.43623,1791.43623
3294c38a,31-10-2024,Micheal Valdez,Headphones,1,570.0332868,570.0332868
64ee1cf4,07-08-2024,Austin Wilson,Laptop,2,1275.640253,2551.280505
148f1f79,05-08-2024,Jessica Horton,Smartwatch,5,1947.935665,9739.678323
f4315a24,05-02-2025,Grace Jones,Laptop,4,1813.63332,7254.533281
7dc632f1,03-09-2024,Sarah Garcia,Phone,2,504.5949593,1009.189919
5.98E+09,26-10-2024,Jennifer Sharp,Laptop,2,1336.69101,2673.38202
4079ebcd,07-01-2025,Rachel Lee,Smartwatch,2,553.0197899,1106.03958
701863c3,13-07-2024,Rodney Sanchez,Tablet,3,1189.176485,3567.529454
cb60c805,30-10-2024,Charles Cortez,Headphones,4,868.8114543,3475.245817
e9beb8e5,11-11-2024,Felicia Blanchard,Smartwatch,5,1181.566351,5907.831754
8f514d37,15-01-2025,Heather Calderon,Tablet,5,180.013055,900.065275
d62ab569,19-04-2024,Paul Carter,Laptop,5,830.3947857,4151.973929
708174fc,07-09-2024,Karen Smith,Laptop,3,595.0801149,1785.240345
0078addb,07-06-2024,Kenneth Gordon,Laptop,5,604.7553452,3023.776726
d7dd12e3,30-07-2024,Julie Sandoval,Tablet,3,925.2044223,2775.613267
40c67d45,03-04-2024,Ashley Simmons,Headphones,1,1254.964981,1254.964981
65a1638a,08-12-2024,Nathaniel Walker,Phone,4,1316.624026,5266.496104
9ac64820,01-04-2024,Brittany Smith,Phone,1,1941.613668,1941.613668
59fabec5,15-04-2024,Kimberly Gardner,Headphones,1,641.9316162,641.9316162
89a740a2,09-08-2024,Shaun Franklin,Phone,2,423.3416549,846.6833097
04262f76,09-02-2025,Calvin Lewis,Tablet,4,143.8033996,575.2135983
6d681a9a,22-06-2024,Travis Solis,Laptop,5,352.0284861,1760.142431
d213b078,07-05-2024,Lori Grimes,Tablet,5,106.2012984,531.0064919
83157dfa,29-08-2024,Joseph Martinez,Tablet,3,1460.071804,4380.215411
3d566a10,20-03-2024,Mary Martin,Laptop,1,274.4089276,274.4089276
b41687ff,30-09-2024,Charles Anderson,Phone,3,737.9781865,2213.93456
11a48ebd,19-05-2024,Matthew Moran,Laptop,4,1823.707808,7294.831232
e6c2cc86,22-09-2024,Michael Robinson,Tablet,5,1659.438488,8297.192442
6e36200c,09-01-2025,Amanda Carroll,Laptop,5,1924.362267,9621.811337
9d9f150f,21-04-2024,Hunter Black,Headphones,3,1962.3383,5887.014899
86dc210e,22-04-2024,Allen Wright,Smartwatch,2,952.5230205,1905.046041
0b908abd,17-04-2024,Kelly Lee,Laptop,5,996.5911156,4982.955578
8c9e6052,27-10-2024,Mary Lopez,Phone,5,1902.657922,9513.289609
d944a115,29-04-2024,Pamela Young,Headphones,1,154.0136307,154.0136307
2d677589,30-05-2024,Ryan Johnson,Headphones,3,719.5387639,2158.616292
56e381ad,10-09-2024,Phyllis Anderson,Headphones,2,851.1033918,1702.206784
f29c52c6,19-01-2025,Pamela Wagner,Tablet,4,923.2312372,3692.924949
6d186271,30-06-2024,Jerry Reid,Smartwatch,4,1606.306313,6425.225253
77590079,19-10-2024,James Garcia,Tablet,3,292.3509718,877.0529154
2aa48786,21-12-2024,Hannah Harding,Smartwatch,1,1563.709734,1563.709734
0912692b,04-02-2025,Lori Ramirez,Phone,2,1877.46158,3754.923159
7d2aa6fc,24-02-2025,Thomas Steele,Phone,1,251.2539462,251.2539462
69f1f507,10-10-2024,Jay Thomas,Phone,1,1886.500297,1886.500297
fec8857e,04-04-2024,William Thompson,Laptop,5,843.3433727,4216.716864
f4b87cc3,18-12-2024,Jennifer Berry,Tablet,3,848.5874039,2545.762212
e3f31136,29-03-2024,Sarah Miller,Headphones,2,1237.079706,2474.159412
a13effc4,25-03-2024,Allen Jones,Tablet,2,784.3406984,1568.681397
c15d4bb3,09-09-2024,Mary Curtis,Headphones,4,1716.544124,6866.176494
03ec47f2,08-06-2024,Alice James,Phone,2,1266.904034,2533.808067
626da80a,25-07-2024,Hailey Johnson,Headphones,5,1263.465725,6317.328624
d9acad34,12-07-2024,Lauren Flores,Laptop,3,890.60439,2671.81317
eca3def9,13-01-2025,Charles Choi,Headphones,4,1583.410326,6333.641303
3a605e81,11-10-2024,Wesley Cook,Laptop,5,946.2870434,4731.435217
410e1f8d,27-04-2024,Justin Cooper,Headphones,2,974.5101461,1949.020292
9d13d388,20-05-2024,Jeffery Thomas,Tablet,1,1466.967287,1466.967287
d4b3420a,11-03-2024,Donald Rodriguez,Laptop,5,1865.364438,9326.822192
4388289f,22-05-2024,David Graham II,Smartwatch,1,234.1783221,234.1783221
acb540ed,30-08-2024,Ashley Griffin,Laptop,5,301.5163187,1507.581594
a6884d7f,18-05-2024,Crystal Phillips,Smartwatch,1,1769.670493,1769.670493
96e20383,27-02-2025,James Hernandez,Laptop,1,492.2123131,492.2123131
006661c4,16-07-2024,Kristin Valentine,Headphones,5,552.1091621,2760.545811
4579eeb7,14-02-2025,Michael Bentley,Tablet,2,1402.082704,2804.165408
69304993,10-03-2025,Rodney Lawrence,Phone,3,1523.882286,4571.646857
15cf69bd,20-01-2025,Leah Jones,Laptop,1,1156.282412,1156.282412
de9543d7,14-06-2024,Linda Hines,Tablet,3,1989.832574,5969.497722
6b8b04d4,26-08-2024,Brittney Eaton,Laptop,1,1552.294641,1552.294641
d8e84514,26-09-2024,Samantha Davis,Headphones,1,819.0603028,819.0603028
127d54b7,02-04-2024,Cynthia Johns,Phone,2,1452.13008,2904.26016
d1a543e7,22-04-2024,Amber Le,Smartwatch,1,1263.095763,1263.095763
15897853,28-07-2024,Evelyn Johnson,Headphones,1,1191.67865,1191.67865
42e7097d,11-02-2025,Rachel Sawyer,Laptop,3,784.0430976,2352.129293
f83874eb,30-05-2024,James Howard,Phone,3,1518.683605,4556.050814
93c50dfb,06-03-2025,John Joseph,Phone,3,1415.627142,4246.881426
4a639318,08-10-2024,Paul Bernard,Phone,3,516.365977,1549.097931
c5466e35,21-09-2024,Jodi Castro,Phone,1,1099.829663,1099.829663
190daff2,23-12-2024,Tamara Guzman,Headphones,5,1528.637349,7643.186744
9cad9c25,01-05-2024,Michael Garcia,Headphones,1,1822.82322,1822.82322
459747ea,20-11-2024,Amy Lowe,Headphones,4,1402.644682,5610.578729
85a92d22,07-02-2025,Jacob Spencer,Phone,4,1203.942857,4815.771428
7fb48728,16-10-2024,Amy Casey,Headphones,2,469.0031316,938.0062632
29de3b02,25-08-2024,James Fleming,Phone,3,554.9697087,1664.909126
8810c2b7,04-05-2024,Lindsey Fleming,Phone,4,838.4185087,3353.674035
78ef6991,22-07-2024,Lorraine Cruz,Tablet,1,547.9020477,547.9020477
50622d50,08-06-2024,Raymond Smith,Headphones,4,1518.99624,6075.984959
a7404599,28-04-2024,Keith Madden,Laptop,5,845.3434617,4226.717309
3a558fba,30-11-2024,Angela Mccoy,Smartwatch,1,1849.166683,1849.166683
69ee47e4,03-09-2024,Rebecca Wilkins,Smartwatch,4,337.0190248,1348.076099
e2c2d491,14-06-2024,Michael Henderson,Phone,5,1478.228178,7391.14089
99febbb1,10-04-2024,Kimberly Mills,Tablet,3,610.7969333,1832.3908
546bc4d1,10-11-2024,William Owen,Smartwatch,2,1872.072574,3744.145148
1526558,20-04-2024,Elizabeth Banks,Headphones,4,1860.132858,7440.531432
4402ff5a,02-10-2024,James Meyers,Headphones,1,1694.470961,1694.470961
c93d618a,10-02-2025,Lindsay Evans,Headphones,2,1485.573172,2971.146345
b9383305,14-10-2024,Thomas Torres,Smartwatch,4,738.6912524,2954.765009
b713b1e5,05-02-2025,Michelle Rowland,Laptop,5,1800.520288,9002.601441
eb898e13,07-01-2025,Jamie Barton,Headphones,1,165.7202134,165.7202134
e2f13a1e,27-01-2025,Laura Wilkins,Laptop,5,684.8170583,3424.085291
1d48fb27,05-09-2024,Christina Garcia,Tablet,1,1057.265282,1057.265282
c818bf1e,17-04-2024,Kelly King,Laptop,1,258.7690712,258.7690712
4e62d86f,24-06-2024,Robert Martinez,Tablet,3,1230.057275,3690.171824
